Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,SYN Flag Count,ACK Flag Count,FIN Flag Count,PSH Flag Count,RST Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Source IP,Destination IP,Label
22,6,2017-07-05 12:16:28.543837,218140,8,16,483,1476,60.42,12.41,92.22,43.98,8980.29,110.02,9089.19,8229.8,60,132,81.62,24.5,1,10,1,11,2,1,2,81.62,65535,235,192.168.1.96,10.0.0.209,BruteForce
21,6,2017-07-05 13:48:45.393261,98,2,1,0,0,0.0,0.0,0.0,0.0,0.0,30385.03,32.91,14.45,0,40,0.0,24.58,2,1,2,2,0,1,0,0.0,1024,65535,192.168.6.45,10.0.3.220,PortScan
443,17,2017-07-05 09:03:42.365062,1,90,0,15735,0,174.83,18.01,157.17,53.2,15734761687.98,90000000.0,0.01,0.01,157,215,174.83,16.17,6,95,1,47,0,1,0,174.83,512,26883,192.168.19.223,10.0.2.65,DoS
993,6,2017-07-05 23:56:38.404718,1,8,29,1231,24956,153.93,36.99,860.56,122.16,26187688931.67,37000000.0,0.03,0.01,154,901,707.78,370.55,1,9,0,0,0,1,4,707.78,65535,26883,192.168.9.166,10.0.2.4,BENIGN
53,6,2017-07-05 11:30:49.394783,7793619,25,29,3096,14174,123.85,38.3,488.77,179.32,2215.97,6.93,144326.29,145166.9,124,529,319.82,201.33,0,16,1,8,0,0,1,319.82,-1,65535,192.168.10.127,10.0.0.99,BENIGN
80,17,2017-07-06 07:31:32.350011,6220,584,1,36444,0,62.4,11.12,0.0,0.0,5859183.87,94051.02,10.63,4.97,0,102,62.3,51.69,238,2,1,0,1,1,0,62.3,512,26883,192.168.17.126,10.0.0.86,DDoS
3306,6,2017-07-05 21:28:38.516316,1,25,14,5792,0,231.68,58.46,0.0,0.0,5792076156.1,39000000.0,0.03,0.01,0,272,148.51,122.99,1,11,0,4,2,1,1,148.51,29200,229,192.168.17.35,10.0.2.19,BENIGN
80,17,2017-07-05 23:23:13.748422,5231654,26,28,6611,40498,254.26,64.35,1446.34,264.73,9004.48,10.32,96882.5,120720.45,254,1486,872.38,610.78,0,24,1,6,0,0,1,872.38,8192,-1,192.168.4.164,10.0.3.232,BENIGN
443,17,2017-07-05 18:07:58.724181,661044,5,6,2787,7102,557.35,191.54,1183.65,498.56,14959.18,16.64,60094.93,37441.2,557,1224,898.97,330.41,0,13,1,11,1,1,1,898.97,512,-1,192.168.11.138,10.0.0.192,WebAttack
8080,6,2017-07-06 00:30:22.130475,109651,11,4,7019,6341,638.08,293.23,1585.19,277.76,121836.89,136.8,7310.1,8604.0,638,1625,890.64,492.62,2,3,1,11,0,1,0,890.64,65535,26883,192.168.8.215,10.0.0.77,WebAttack
3306,6,2017-07-05 10:10:23.728488,8326914,22,5,84,4855,3.81,1.06,970.93,370.44,593.07,3.24,308404.24,225343.37,4,1011,182.91,504.7,0,4,0,7,0,1,0,182.91,29200,229,192.168.18.178,10.0.2.28,BENIGN
443,6,2017-07-05 12:29:33.929353,7476848,5,30,165,17592,32.9,8.76,586.4,160.38,2374.85,4.68,213624.25,126037.92,33,626,507.33,289.62,2,31,1,2,2,1,6,507.33,8192,235,192.168.15.17,10.0.3.31,BENIGN
443,6,2017-07-06 01:26:42.697186,3606179,44,0,8045,0,182.85,82.07,575.45,185.29,2230.97,12.2,81958.63,58026.47,183,615,182.85,212.9,0,10,3,7,0,0,0,182.85,1024,65535,192.168.19.231,10.0.2.219,BENIGN
8080,17,2017-07-05 10:47:19.128552,5119156,33,10,5353,5850,162.21,63.24,585.0,258.54,2188.43,8.4,119050.16,99395.21,162,625,260.53,223.34,0,1,0,8,1,0,0,260.53,8192,65535,192.168.14.227,10.0.3.55,BENIGN
443,6,2017-07-06 07:50:43.973488,4494151,1,32,337,261,337.08,92.72,8.14,2.19,132.99,7.34,136186.42,97908.69,8,377,18.11,166.74,1,13,2,2,0,1,32,18.11,-1,26883,192.168.2.185,10.0.0.198,BENIGN
443,17,2017-07-05 10:56:53.167618,4980530,20,3,2568,3194,128.39,58.31,1064.73,200.73,1156.89,4.62,216544.8,313290.44,128,1105,250.52,475.24,2,31,0,2,0,1,0,250.52,512,26883,192.168.15.9,10.0.0.253,BENIGN
80,6,2017-07-05 16:34:44.500054,1158406,125,3,48096,420,384.76,98.34,140.06,15.42,41881.42,110.5,9050.05,13251.39,140,425,379.03,127.99,5,42,1,69,0,0,0,379.03,-1,229,192.168.13.65,10.0.4.82,DoS
443,6,2017-07-06 01:44:17.130572,3905383,24,16,9184,18378,382.68,148.11,1148.62,443.23,7057.48,10.24,97634.59,90552.19,383,1189,689.05,391.76,1,0,0,3,2,1,1,689.05,65535,26883,192.168.15.39,10.0.0.169,BENIGN
6667,6,2017-07-05 21:40:35.604235,136029,3,0,219,0,73.04,8.83,165.54,22.4,1610.88,22.05,45343.11,58583.14,73,206,73.04,64.62,1,5,2,2,0,0,0,73.04,1024,235,192.168.1.109,10.0.2.237,Botnet
443,6,2017-07-06 02:23:22.986620,1,6,12,831,17832,138.5,35.86,1486.02,390.92,18663286658.39,18000000.0,0.06,0.03,138,1526,1036.85,698.03,0,9,1,10,1,1,2,1036.85,1024,235,192.168.10.228,10.0.2.242,BENIGN
80,17,2017-07-05 11:24:11.203003,917289,94,7,36456,714,387.83,179.08,102.05,18.78,40521.86,110.11,9082.08,4109.09,102,428,368.02,164.06,4,31,2,21,1,1,0,368.02,29200,229,192.168.16.129,10.0.3.217,DoS
3306,6,2017-07-05 13:46:04.446105,4270470,9,34,1961,36629,217.86,43.24,1077.31,446.6,9036.35,10.07,99313.27,28544.39,218,1117,897.43,438.04,0,37,1,2,0,1,4,897.43,65535,235,192.168.17.109,10.0.0.55,BENIGN
8080,6,2017-07-05 10:57:33.818495,4069,520,3,36924,0,71.01,30.41,0.0,0.0,9072532.79,128504.35,7.78,6.0,0,111,70.6,37.65,370,3,0,0,3,0,0,70.6,8192,235,192.168.12.81,10.0.0.121,DDoS
445,6,2017-07-05 22:03:08.459417,27300820,31,289,2223,388368,71.72,31.58,1343.83,563.84,14306.95,11.72,85315.06,21085.14,72,1384,1220.6,638.82,2,68,0,81,0,1,9,1220.6,8192,235,192.168.1.212,10.0.4.27,Infiltration
8080,17,2017-07-06 01:36:27.238779,1622,442,2,27386,0,61.96,28.38,0.0,0.0,16878099.81,273638.43,3.65,1.8,0,102,61.68,42.62,45,2,0,0,5,1,0,61.68,29200,235,192.168.8.144,10.0.2.244,DDoS
8080,6,2017-07-05 20:02:12.510555,1074291,9,26,967,5038,107.48,33.41,193.77,58.21,5590.07,32.58,30694.03,31075.34,107,234,171.58,48.16,0,11,0,4,0,1,3,171.58,8192,235,192.168.16.182,10.0.0.202,BENIGN
5900,6,2017-07-06 04:59:07.484456,84,2,0,1,0,0.28,0.13,0.6,0.12,6743.37,23783.69,42.05,23.71,0,41,0.28,4.94,3,0,1,0,1,1,0,0.28,512,65535,192.168.18.222,10.0.2.20,PortScan
8080,6,2017-07-05 20:58:14.323351,4157836,1,17,185,5382,185.16,59.1,316.58,155.18,1338.91,4.33,230990.9,100210.26,185,357,309.28,65.72,1,13,0,6,1,1,17,309.28,29200,65535,192.168.10.111,10.0.1.37,BENIGN
80,6,2017-07-05 12:52:24.760057,1,118,3,6596,0,55.9,27.76,0.0,0.0,6596022880.85,121000000.0,0.01,0.01,0,96,54.51,36.75,416,0,0,0,2,0,0,54.51,512,65535,192.168.3.36,10.0.4.39,DDoS
80,6,2017-07-06 02:31:50.786637,5938928,21,29,0,19167,0.0,0.0,660.94,83.08,3227.39,8.42,118778.57,154026.9,0,701,383.35,345.64,1,12,3,6,1,0,1,383.35,1024,229,192.168.9.243,10.0.0.33,BENIGN
4444,6,2017-07-05 17:06:43.060642,6711778,11,183,584,224480,53.13,26.38,1226.67,342.58,33532.81,28.9,34596.8,7312.56,53,1267,1160.13,610.03,1,219,2,91,0,1,17,1160.13,-1,229,192.168.16.188,10.0.0.219,Infiltration
3306,17,2017-07-05 23:18:29.385868,9040921,1,3,250,0,249.66,108.48,0.0,0.0,27.61,0.44,2260230.33,1445155.71,0,290,62.41,136.49,1,25,1,2,0,1,3,62.41,65535,-1,192.168.4.29,10.0.2.229,BENIGN
3306,6,2017-07-05 12:03:43.478807,9426743,33,22,4970,0,150.6,31.88,0.0,0.0,527.19,5.83,171395.34,82949.59,0,191,90.36,84.5,1,22,1,3,2,1,1,90.36,512,229,192.168.6.9,10.0.2.46,BENIGN
443,6,2017-07-05 10:35:24.048837,1220400,13,28,1544,29370,118.74,53.25,1048.91,422.03,25330.36,33.6,29765.87,29718.52,119,1089,753.98,472.65,2,0,0,7,0,0,2,753.98,8192,26883,192.168.10.235,10.0.3.52,BENIGN
80,17,2017-07-06 02:39:24.584513,889,542,0,33479,0,61.77,30.8,0.68,0.27,37627916.12,609176.35,1.64,0.94,1,102,61.77,39.43,316,5,0,0,4,0,0,61.77,512,26883,192.168.4.9,10.0.1.49,DDoS
3306,6,2017-07-06 02:58:17.998998,1,33,8,6785,9401,205.61,35.37,1175.12,125.37,16186094152.97,41000000.0,0.02,0.03,206,1215,394.78,496.8,1,12,2,2,1,1,0,394.78,8192,-1,192.168.19.229,10.0.4.25,BENIGN
8080,6,2017-07-06 05:12:08.589764,1223122,113,11,23448,0,207.51,28.37,0.0,0.0,19170.67,101.38,9863.89,7014.5,0,248,189.1,119.82,5,0,0,161,1,1,0,189.1,512,65535,192.168.5.35,10.0.0.19,DoS
80,6,2017-07-05 12:19:34.513509,1,20,1,26935,0,1346.75,573.16,0.0,0.0,26934972905.22,21000000.0,0.05,0.06,0,1387,1282.62,693.07,0,10,1,10,1,0,0,1282.62,65535,65535,192.168.10.162,10.0.1.249,WebAttack
8080,6,2017-07-06 00:37:08.479620,243,2,0,0,0,0.0,0.0,0.95,0.23,0.0,8198.04,121.98,124.61,0,41,0.0,17.21,2,0,0,0,0,0,0,0.0,65535,229,192.168.1.78,10.0.3.168,PortScan
80,6,2017-07-05 16:25:13.637307,1582,460,3,30738,1,66.82,26.38,0.23,0.08,19430259.82,292663.92,3.42,1.16,0,107,66.39,38.81,178,6,0,1,1,1,0,66.39,29200,65535,192.168.3.110,10.0.2.243,DDoS
443,6,2017-07-05 22:14:14.331483,3539,461,5,22685,4,49.21,17.46,0.76,0.2,6409750.88,131649.99,7.6,10.56,1,89,48.69,44.22,263,5,0,0,3,1,0,48.69,29200,235,192.168.12.47,10.0.1.239,DDoS
3389,6,2017-07-05 08:17:24.144827,626651,13,13,1768,1111,136.03,53.24,85.47,37.11,4595.07,41.49,24101.96,18437.24,85,176,110.75,45.09,2,13,1,7,0,0,1,110.75,-1,26883,192.168.11.213,10.0.1.248,BruteForce
443,6,2017-07-05 11:22:41.731351,1826972,10,5,4224,4502,422.44,83.91,900.49,216.6,4776.66,8.21,121798.16,82581.45,422,940,581.79,241.93,0,3,0,7,0,1,0,581.79,1024,-1,192.168.17.99,10.0.0.230,BENIGN
3306,6,2017-07-06 05:06:48.540856,5273536,14,22,1460,13521,104.28,33.12,614.61,304.26,2840.87,6.83,146487.12,201117.16,104,655,416.15,273.27,0,7,0,4,0,1,2,416.15,8192,235,192.168.3.129,10.0.4.140,BENIGN
6667,6,2017-07-05 15:59:07.073918,13394992,10,0,1190,0,118.96,57.94,200.74,29.46,88.81,0.75,1339499.23,1463360.64,119,241,118.96,41.99,1,3,1,3,0,0,0,118.96,512,26883,192.168.1.190,10.0.0.167,Botnet
8080,6,2017-07-05 13:28:19.889869,634283,102,7,21318,1230,209.0,42.34,175.67,68.88,35548.2,171.85,5819.11,5329.46,176,249,206.86,29.53,5,53,1,92,1,1,0,206.86,65535,26883,192.168.18.92,10.0.4.125,DoS
3306,6,2017-07-06 00:41:09.373403,1,18,37,3650,36101,202.8,88.3,975.71,302.37,39751550474.92,55000000.0,0.02,0.01,203,1016,722.76,395.67,1,6,2,8,0,0,2,722.76,29200,-1,192.168.13.84,10.0.1.13,BENIGN
9200,6,2017-07-06 03:21:47.778155,332,3,0,7,0,2.28,1.02,0.0,0.0,20573.24,9017.23,110.9,40.4,0,42,2.28,14.95,1,0,0,0,2,0,0,2.28,512,65535,192.168.7.218,10.0.0.100,PortScan
22,6,2017-07-05 14:29:09.376540,4553100,12,10,1447,8583,120.62,13.4,858.28,191.43,2202.93,4.83,206959.1,140439.31,121,898,455.92,386.56,0,11,1,2,1,1,1,455.92,1024,26883,192.168.17.88,10.0.3.160,BENIGN
3306,17,2017-07-05 21:42:57.251142,5867323,1,7,27,3209,27.37,3.75,458.43,203.43,551.6,1.36,733415.39,996955.1,27,498,404.55,233.78,1,1,0,0,0,0,7,404.55,8192,229,192.168.12.115,10.0.2.142,BENIGN
53,17,2017-07-05 21:43:55.945356,1132352,23,14,5721,1917,248.75,72.34,136.94,25.63,6745.73,32.68,30604.11,10085.2,137,289,206.45,63.86,0,5,2,4,1,0,1,206.45,29200,229,192.168.3.49,10.0.4.26,BENIGN
3306,6,2017-07-05 12:37:10.019964,5665437,24,22,0,4918,0.0,0.0,223.55,98.05,868.1,8.12,123161.67,144971.35,0,264,106.92,118.03,0,7,0,5,1,0,1,106.92,8192,229,192.168.9.33,10.0.3.236,BENIGN
993,17,2017-07-05 21:10:56.024081,1061865,1,34,210,26444,209.69,25.0,777.78,117.08,25101.21,32.96,30339.03,25206.5,210,818,761.55,291.85,2,4,0,2,0,1,34,761.55,8192,26883,192.168.19.157,10.0.4.244,BENIGN
8080,6,2017-07-05 14:13:35.504704,1,11,5,8770,1881,797.24,239.19,376.28,119.08,10651025557.8,16000000.0,0.06,0.04,376,837,665.69,219.23,1,1,2,12,0,0,0,665.69,65535,65535,192.168.6.146,10.0.1.150,WebAttack
8080,17,2017-07-06 00:40:56.235673,3720,666,5,37861,4,56.85,8.13,0.81,0.35,10177148.73,180345.48,5.54,8.02,1,97,56.43,46.86,316,3,0,0,2,1,0,56.43,65535,26883,192.168.2.62,10.0.1.128,DDoS
993,6,2017-07-06 07:07:32.493596,5805164,1,18,114,12782,113.68,23.71,710.13,96.57,2221.49,3.27,305534.95,122700.67,114,750,678.74,317.63,1,18,3,6,0,0,18,678.74,1024,235,192.168.4.114,10.0.2.47,BENIGN
80,17,2017-07-05 21:08:07.614735,1,10,34,1510,33829,150.99,52.52,994.98,374.85,35339111029.1,44000000.0,0.02,0.03,151,1035,803.16,430.2,1,13,1,5,0,1,3,803.16,29200,229,192.168.8.28,10.0.0.231,BENIGN
80,6,2017-07-05 19:12:32.329809,1943405,16,17,1370,17032,85.62,21.11,1001.91,178.93,9469.16,16.98,58891.07,40383.28,86,1042,557.65,475.85,1,7,1,10,1,1,1,557.65,29200,-1,192.168.11.174,10.0.3.206,BENIGN
443,6,2017-07-06 01:51:06.719939,1255991,57,0,4673,0,81.98,16.24,107.06,47.51,3720.51,45.38,22034.94,32966.17,82,147,81.98,24.28,0,51,0,57,0,1,0,81.98,512,26883,192.168.3.187,10.0.2.146,DoS
25,6,2017-07-06 00:09:23.500368,4633332,3,30,381,23221,126.99,32.92,774.04,265.49,5093.99,7.12,140404.01,135837.26,127,814,715.22,327.37,1,7,1,10,1,0,10,715.22,8192,26883,192.168.2.204,10.0.0.204,BENIGN
22,6,2017-07-05 15:31:38.948851,5575287,9,18,1141,29013,126.82,58.3,1611.86,402.66,5408.65,4.84,206492.15,260740.85,127,1652,1116.84,765.51,1,0,2,9,1,1,2,1116.84,8192,26883,192.168.12.247,10.0.2.25,BENIGN
80,17,2017-07-05 18:45:32.600225,3002210,33,21,9152,12741,277.33,110.4,606.73,294.28,7292.39,17.99,55596.48,52296.8,277,647,405.43,180.6,1,4,2,9,0,0,1,405.43,65535,65535,192.168.18.204,10.0.0.204,BENIGN
80,6,2017-07-06 04:51:57.102201,125,526,0,32082,0,60.99,12.48,1.22,0.28,255680765.76,4192063.78,0.24,0.35,1,101,60.99,47.03,564,0,2,0,2,1,0,60.99,29200,26883,192.168.9.231,10.0.4.174,DDoS
53,6,2017-07-05 16:43:35.919292,395,3,0,3,0,0.91,0.42,0.0,0.0,6881.37,7575.99,132.0,167.08,0,41,0.91,1.52,1,0,2,0,2,1,0,0.91,8192,229,192.168.11.242,10.0.1.239,PortScan
3389,6,2017-07-05 09:46:01.878076,658600,15,9,1365,1089,90.99,36.5,120.96,40.73,3725.16,36.44,27441.69,27530.26,91,161,102.22,39.52,4,10,1,4,2,0,1,102.22,-1,235,192.168.2.212,10.0.1.206,BruteForce
8080,6,2017-07-05 23:00:31.029263,198513,186,4,31770,190,170.8,31.68,47.53,9.82,160995.38,957.11,1044.81,803.82,48,211,168.21,84.2,5,74,0,57,0,1,0,168.21,29200,-1,192.168.2.240,10.0.0.62,DoS
3306,6,2017-07-05 12:21:37.976153,2407534,16,0,7,0,0.46,0.19,565.59,62.31,3.06,6.65,150470.91,143984.71,0,606,0.46,297.59,1,15,1,7,0,0,0,0.46,65535,65535,192.168.19.239,10.0.2.221,BENIGN
8443,6,2017-07-05 13:45:08.428479,27739039,42,157,3657,126614,87.07,27.71,806.46,237.02,4696.3,7.17,139392.16,83471.6,87,846,654.63,371.99,1,84,2,70,0,0,4,654.63,1024,229,192.168.15.212,10.0.0.67,Infiltration
22,6,2017-07-06 01:51:39.696674,2737465,19,16,3364,4603,177.03,63.62,287.67,88.41,2910.15,12.79,78213.3,65578.28,177,328,227.61,61.58,0,4,1,8,0,1,1,227.61,1024,-1,192.168.9.244,10.0.3.190,BENIGN
443,6,2017-07-05 21:30:38.589154,6537026,14,17,4141,9368,295.77,71.68,551.06,130.36,2066.49,4.74,210871.81,57757.35,296,591,435.77,129.71,1,9,0,4,0,0,1,435.77,512,235,192.168.8.216,10.0.1.227,BENIGN
8080,17,2017-07-06 05:18:39.658226,1,101,5,25643,1078,253.89,51.3,215.52,97.69,26720555080.16,106000000.0,0.01,0.0,216,294,252.08,29.06,0,90,1,55,1,0,0,252.08,512,26883,192.168.8.238,10.0.3.223,DoS
5900,17,2017-07-06 07:03:10.016416,189,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5279.04,189.43,222.01,0,40,0.0,1.33,1,0,0,0,0,1,0,0.0,29200,235,192.168.10.245,10.0.4.128,PortScan
80,6,2017-07-05 17:13:21.934962,1,110,1,8036,0,73.05,13.36,0.0,0.0,8035785214.52,111000000.0,0.01,0.01,0,113,72.39,38.52,570,2,0,0,4,0,0,72.39,512,235,192.168.10.200,10.0.2.212,DDoS
53,6,2017-07-05 13:02:49.196055,2529333,54,29,8258,39617,152.93,42.17,1366.09,224.38,18927.78,32.81,30473.9,38097.03,153,1406,576.8,613.43,3,23,1,5,0,0,1,576.8,65535,229,192.168.5.242,10.0.3.132,BENIGN
993,17,2017-07-06 00:26:34.625115,7349897,9,10,3269,10663,363.17,160.71,1066.27,530.77,1895.43,2.59,386836.74,543923.96,363,1106,733.22,370.49,2,20,1,11,2,1,1,733.22,8192,26883,192.168.9.121,10.0.4.237,BENIGN
21,6,2017-07-06 00:02:26.029284,320,2,0,0,0,0.0,0.0,0.08,0.01,0.0,6236.31,160.35,136.58,0,40,0.0,4.9,2,1,1,0,0,0,0,0.0,512,-1,192.168.5.189,10.0.1.62,PortScan
3389,6,2017-07-05 10:35:46.269380,809831,15,8,1547,1000,103.12,20.35,125.02,18.9,3145.15,28.4,35210.05,50218.75,103,165,110.74,16.64,2,16,1,12,2,1,1,110.74,29200,26883,192.168.9.105,10.0.0.119,BruteForce
443,6,2017-07-05 09:16:58.884958,1318,164,1,8488,0,51.76,8.23,0.11,0.04,6436367.03,125109.73,7.99,10.95,0,92,51.45,39.83,668,0,0,1,3,1,0,51.45,-1,235,192.168.4.210,10.0.0.14,DDoS
3306,6,2017-07-05 10:33:15.293120,298,1,0,1,0,0.5,0.09,0.75,0.11,1684.29,3344.6,298.99,273.17,1,41,0.5,15.4,2,1,1,0,1,0,0,0.5,29200,65535,192.168.18.153,10.0.0.219,PortScan
53,6,2017-07-05 15:54:44.183132,2286592,1,28,130,1721,130.34,28.3,61.47,9.99,809.69,12.68,78848.01,51920.59,61,170,63.84,57.48,0,1,2,6,0,1,28,63.84,29200,65535,192.168.11.28,10.0.4.124,BENIGN
51234,6,2017-07-06 06:06:59.647243,15508055,4,11,460,1693,114.89,23.55,153.89,75.45,138.79,0.97,1033870.35,1170029.9,115,194,143.49,33.84,0,3,3,8,1,1,3,143.49,8192,229,192.168.9.32,10.0.1.127,Botnet
80,6,2017-07-05 17:09:50.569390,2890,477,2,32778,0,68.72,16.39,0.0,0.0,11341661.01,165742.91,6.03,5.17,0,109,68.43,52.92,323,3,0,0,2,0,0,68.43,8192,235,192.168.3.205,10.0.0.5,DDoS
993,6,2017-07-05 12:55:40.013244,3746440,4,34,1171,23578,292.84,96.62,693.47,232.56,6606.09,10.14,98590.54,50781.99,293,733,651.3,219.59,0,18,2,4,1,0,8,651.3,65535,26883,192.168.9.68,10.0.1.162,BENIGN
8080,6,2017-07-05 17:58:36.170700,1123749,17,9,16182,9313,951.85,348.17,1034.81,426.2,22687.25,23.14,43221.14,34408.71,952,1075,980.57,57.29,0,6,1,3,0,0,1,980.57,8192,-1,192.168.1.124,10.0.1.6,WebAttack
443,6,2017-07-06 03:58:53.689964,1,17,6,1538,2746,90.49,41.13,457.6,203.21,4283893000.25,23000000.0,0.04,0.01,90,498,186.26,196.78,2,2,3,5,0,0,0,186.26,65535,-1,192.168.4.137,10.0.1.51,BENIGN
993,6,2017-07-05 15:37:06.541623,7286567,15,12,2357,0,157.13,53.17,0.0,0.0,323.47,3.71,269872.86,258972.46,0,197,87.3,95.8,0,9,0,1,0,1,1,87.3,512,235,192.168.6.92,10.0.2.100,BENIGN
22,6,2017-07-05 22:51:39.415085,2614020,24,18,6560,10342,273.34,109.09,574.55,105.09,6465.97,16.07,62238.6,76476.65,273,615,402.43,153.52,3,6,0,10,0,0,1,402.43,-1,65535,192.168.16.221,10.0.0.86,BENIGN
53,6,2017-07-05 17:20:16.866832,3228046,11,22,1768,11981,160.74,34.71,544.6,95.91,4259.33,10.22,97819.59,62462.25,161,585,416.65,215.45,1,15,1,5,0,1,2,416.65,29200,229,192.168.18.114,10.0.2.33,BENIGN
443,6,2017-07-06 07:50:28.950778,2761450,18,15,1015,2912,56.41,12.27,194.1,76.19,1422.06,11.95,83680.33,119450.4,56,234,119.0,73.37,0,2,2,1,0,0,1,119.0,1024,26883,192.168.8.161,10.0.0.33,BENIGN
443,6,2017-07-06 07:35:59.867041,621509,65,0,27413,0,421.73,142.42,0.0,0.0,44106.7,104.58,9561.69,9929.66,0,462,421.73,226.8,0,79,0,84,1,0,0,421.73,512,235,192.168.18.133,10.0.3.236,DoS
8080,6,2017-07-05 23:04:46.768615,485894,224,11,41152,1586,183.71,49.68,144.17,60.52,87956.47,483.64,2067.63,1654.56,144,224,181.86,43.04,3,69,0,32,2,0,0,181.86,8192,26883,192.168.19.112,10.0.3.63,DoS
80,6,2017-07-05 15:41:44.991924,5620,437,0,23916,0,54.73,5.6,0.27,0.04,4255329.43,77755.82,12.86,16.88,0,95,54.73,43.06,266,0,1,0,3,1,0,54.73,-1,65535,192.168.8.143,10.0.3.128,DDoS
3306,6,2017-07-06 07:13:34.075245,4906640,15,5,2694,4997,179.61,24.96,999.35,423.49,1567.43,4.08,245332.02,346139.69,180,1039,384.54,421.39,1,12,1,8,0,1,0,384.54,8192,26883,192.168.16.95,10.0.2.170,BENIGN
443,6,2017-07-05 14:58:30.227946,3652589,26,0,6518,0,250.68,67.56,1559.37,488.97,1784.41,7.12,140484.21,105013.14,251,1599,250.68,676.23,1,31,0,4,0,1,0,250.68,-1,65535,192.168.3.189,10.0.3.124,BENIGN
8080,6,2017-07-05 22:22:20.214451,1759164,14,15,7992,5189,570.85,259.82,345.91,166.16,7492.5,16.49,60660.84,22843.78,346,611,454.5,123.21,1,7,0,4,1,0,1,454.5,65535,229,192.168.8.124,10.0.1.75,WebAttack
8080,6,2017-07-05 14:31:28.309072,8635696,33,25,3525,12243,106.81,27.06,489.73,198.16,1825.91,6.72,148891.32,163394.46,107,530,271.86,196.6,2,20,2,13,0,0,1,271.86,1024,26883,192.168.16.212,10.0.0.54,BENIGN
3306,6,2017-07-05 10:04:39.933400,10728760,12,40,3292,60129,274.31,102.45,1503.21,400.09,5911.24,4.85,206322.33,266000.13,274,1543,1219.62,634.63,3,12,3,4,0,0,3,1219.62,29200,235,192.168.6.150,10.0.3.200,BENIGN
1433,6,2017-07-05 22:33:23.990667,261,2,0,0,0,0.13,0.06,0.74,0.24,972.12,7643.89,130.82,132.48,0,41,0.13,5.49,3,1,0,0,1,0,0,0.13,-1,-1,192.168.3.35,10.0.4.212,PortScan
3306,17,2017-07-06 07:39:06.206632,506,1,0,1,0,0.73,0.26,0.0,0.0,1438.72,1973.24,506.78,458.98,0,41,0.73,7.6,2,0,0,1,2,0,0,0.73,65535,229,192.168.13.226,10.0.1.4,PortScan
80,6,2017-07-05 11:40:43.733555,867816,88,10,23798,535,270.43,82.05,53.55,15.72,28040.15,112.93,8855.27,2037.01,54,310,248.3,115.11,8,0,0,51,3,0,0,248.3,1024,65535,192.168.14.27,10.0.2.66,DoS
3306,6,2017-07-05 23:35:19.018970,5989337,4,29,704,0,176.05,59.63,0.0,0.0,inf,inf,181495.06,48340.94,0,216,21.34,90.77,0,5,0,7,0,1,7,21.34,8192,-1,192.168.6.117,10.0.3.66,BENIGN
80,6,2017-07-06 04:52:55.792773,385858,215,3,25749,997,119.76,50.77,332.24,124.04,69315.33,564.97,1770.0,1653.22,120,372,122.69,122.87,4,68,0,100,2,1,0,122.69,-1,-1,192.168.11.155,10.0.1.77,DoS
8080,6,2017-07-05 12:18:07.842654,1,11,0,835,0,75.9,35.5,137.98,19.8,834870638.28,11000000.0,0.09,0.05,76,178,75.9,35.89,2,8,1,3,1,1,0,75.9,65535,229,192.168.19.47,10.0.2.203,Botnet
8080,6,2017-07-05 17:12:54.322907,2833,593,3,25522,2,43.04,12.39,0.66,0.1,9006492.93,210305.53,4.75,5.4,1,83,42.83,32.82,631,3,0,0,0,0,0,42.83,-1,65535,192.168.2.134,10.0.1.188,DDoS
135,6,2017-07-05 21:29:54.455863,132,1,0,0,0,0.0,0.0,0.28,0.07,0.0,7575.29,132.01,96.84,0,40,0.0,17.34,2,0,0,0,1,0,0,0.0,512,235,192.168.2.146,10.0.3.200,PortScan
443,17,2017-07-06 05:54:03.441276,1,14,23,4101,28113,292.9,133.28,1222.29,129.34,32213209915.68,37000000.0,0.03,0.04,293,1262,870.63,465.48,0,19,0,3,0,1,2,870.63,8192,-1,192.168.10.56,10.0.0.240,BENIGN
25,6,2017-07-05 09:35:08.117843,4847760,14,20,0,13446,0.0,0.0,672.3,300.94,2773.64,7.01,142581.2,208946.16,0,712,395.47,355.81,2,13,3,9,0,0,1,395.47,8192,229,192.168.17.72,10.0.1.252,BENIGN
993,6,2017-07-06 04:49:02.431186,1,33,29,3356,27380,101.69,21.84,944.12,394.95,30735325937.71,62000000.0,0.02,0.01,102,984,495.73,428.48,1,17,1,9,2,0,1,495.73,65535,229,192.168.16.129,10.0.2.45,BENIGN
8080,6,2017-07-06 04:29:49.015878,1681,530,1,35789,0,67.53,17.1,0.38,0.07,21284152.95,315791.42,3.17,1.78,0,108,67.4,54.82,270,4,0,0,0,1,0,67.4,512,229,192.168.12.42,10.0.2.13,DDoS
